WEO Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After,Subject Descriptor
564,80.379,82.756,85.203,87.651,90.098,92.565,95.071,97.597,100.152,102.726,105.7,108.04,112.61,115.54,118.5,121.48,124.49,127.51,130.56,133.61,136.64,140.36,143.17,146.75,149.65,152.53,155.37,158.17,164.66,168.18,171.73,175.31,178.91,182.53,186.19,189.87,193.56,197.26,200.96,204.729,208.57,212.482,216.467,220.527,224.664,228.878,2020.0,Population
565,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,63.821,64.309,64.57,62.976,64.438,69.32,71.321,72.698,78.19,77.009,76.926,77.119,82.986,89.434,91.796,100.0,106.904,105.678,99.095,99.146,100.138,101.139,102.151,103.683,105.756,107.872,2019.0,"Gross domestic product, deflator"
565,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,0.065,0.053,0.058,0.07,0.073,0.077,0.087,0.092,0.085,0.076,0.086,0.087,0.095,0.092,0.107,0.115,0.125,0.115,0.127,0.122,0.108,0.095,0.103,0.117,0.124,0.131,2019.0,General government revenue
283,3534.704,4124.86,4506.169,4370.132,4545.906,4812.663,4974.48,4898.633,4300.581,4445.196,4883.908,5408.16,5859.756,6194.823,6374.0,6487.402,6949.199,7374.977,7843.435,8100.263,8338.416,8398.809,8552.268,8904.258,9644.56,10461.022,11484.259,12983.902,14285.143,14321.935,15074.306,16845.131,18596.284,20727.237,22827.399,25275.182,27828.763,30518.965,31933.017,33003.92,30034.14,31299.501,32793.272,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
283,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Output gap in percent of potential GDP
283,-8.009,-11.518,-3.782,3.771,-3.678,1.291,-1.636,8.973,13.741,2.118,3.654,-3.832,-3.693,-1.225,0.191,-5.527,-1.998,-4.67,-8.638,-9.401,-5.379,-1.341,-0.723,-3.856,-6.576,-6.395,-2.509,-7.218,-10.498,-0.783,-10.574,-13.039,-9.238,-8.955,-13.375,-8.963,-7.78,-5.934,-8.222,-5.24,-7.05,-6.216,-5.205,-4.484,-3.5,-3.101,2019.0,Current account balance
853,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Output gap in percent of potential GDP
288,15.001,13.415,14.652,13.295,12.568,12.209,12.311,12.807,12.74,17.285,18.07,14.665,15.861,17.157,19.47,19.151,19.939,21.616,22.731,22.301,19.481,19.589,16.137,16.177,16.605,15.787,16.902,15.708,15.07,14.825,15.311,17.318,17.471,16.56,17.455,18.667,19.078,18.583,18.86,19.425,18.039,18.736,18.89,19.036,18.986,19.032,2019.0,General government revenue
293,7465.719,7680.281,7471.652,6615.41,6708.596,6693.714,7336.038,7728.681,6848.773,5804.999,5398.505,5409.068,5276.14,5448.663,6007.613,6338.421,6402.977,6702.135,6566.015,6558.362,6632.702,6576.698,6838.686,7027.801,7280.518,7640.558,8116.318,8705.507,9394.225,9386.896,10066.16,10594.907,11099.397,11616.53,11763.75,12017.238,12370.138,12541.914,12903.417,12786.549,10895.054,11573.257,12031.901,2.0,2.0,2.0,2018.0,"Gross domestic product per capita, constant prices"
293,27.026,32.171,31.315,22.24,18.962,17.04,19.839,20.638,24.039,17.911,15.205,15.9,16.014,17.795,20.969,21.672,19.726,21.134,20.841,18.184,17.443,16.506,16.682,17.227,16.121,15.387,18.799,22.267,27.123,20.313,24.42,24.43,24.056,25.615,24.691,23.682,21.979,20.645,21.726,21.438,19.234,20.839,21.653,22.111,22.431,22.77,2019.0,Total investment
293,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,21.735,20.934,19.649,20.113,19.558,20.379,19.162,18.593,19.542,21.4,20.953,19.742,20.317,21.557,22.618,22.402,21.062,21.239,21.42,21.296,27.731,24.528,23.817,23.18,22.808,22.555,2019.0,General government total expenditure
293,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,44.909,43.841,45.463,49.376,46.738,40.359,34.94,31.87,27.93,28.322,25.34,22.973,21.172,19.963,20.644,24.066,24.484,25.413,26.164,27.122,39.482,39.131,39.681,39.394,38.803,37.796,2019.0,General government gross debt
566,6.272,7.005,7.615,8.698,13.337,15.689,16.152,17.363,19.038,20.758,23.391,27.241,29.365,31.359,34.528,37.194,40.067,42.579,47.016,50.014,52.933,55.907,58.272,60.133,63.675,67.439,70.886,73.129,78.379,80.525,84.045,87.338,89.08,90.916,93.692,93.017,94.208,96.394,100.0,100.764,102.962,106.026,109.175,112.45,115.824,119.299,2019.0,"Gross domestic product, deflator"
566,15.287,3.968,-5.382,-1.479,3.056,2.62,9.541,-1.384,7.614,15.139,-0.022,4.949,5.931,5.922,17.745,17.955,14.989,16.465,-6.755,-39.849,19.767,-2.862,11.812,8.06,10.064,4.684,14.582,1.183,-3.117,-2.109,17.976,4.454,15.78,0.225,13.695,2.966,9.623,20.45,8.046,8.138,-20.163,18.157,8.404,7.307,4.912,6.304,2019.0,Volume of exports of goods and services
964,171.294,168.75,170.493,187.092,193.134,206.936,218.479,229.036,244.903,264.207,254.44,244.618,255.279,272.531,292.933,319.196,345.32,376.168,399.353,423.448,451.354,466.812,481.043,507.431,547.853,584.65,639.565,702.951,747.077,774.002,811.269,869.77,907.167,940.326,973.567,1020.174,1073.935,1145.045,1235.257,1309.45,1280.659,1369.155,1456.477,2.0,2.0,2.0,2019.0,"Gross domestic product, current prices"
964,0.034,0.041,0.083,0.101,0.178,0.205,0.241,0.302,0.484,1.7,11.656,19.85,28.386,38.406,50.773,64.926,77.846,89.445,100.0,107.3,118.137,124.635,127.003,128.072,132.544,135.371,136.77,140.178,146.089,151.129,155.033,161.648,167.629,169.137,169.095,167.517,166.54,169.829,172.546,176.529,182.386,186.521,190.073,193.787,198.051,202.804,2019.0,"Inflation, average consumer prices"
964,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,6.3,11.8,13.6,16.4,11.4,13.341,12.343,11.246,10.576,13.133,16.087,18.242,19.934,19.643,18.974,17.745,13.843,9.604,7.119,8.169,9.635,9.632,10.088,10.328,8.988,7.499,6.161,4.888,3.846,3.279,3.767,5.122,4.933,4.711,4.488,4.485,2019.0,Unemployment rate
964,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,43.058,45.883,41.485,39.769,40.18,39.021,40.06,40.329,39.492,38.568,40.271,40.87,41.038,40.416,37.577,38.411,39.0,39.118,38.413,38.748,39.061,38.741,39.761,41.284,41.286,40.707,39.981,41.143,40.008,39.487,39.058,2019.0,General government revenue
964,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,165.2,183.294,221.22,233.687,263.392,272.317,291.181,338.665,394.461,420.945,461.625,505.534,528.434,600.811,683.555,773.28,853.975,880.944,928.278,873.776,923.392,1009.965,1007.126,1035.704,1045.129,1365.52,1470.197,1543.661,2.0,2.0,2.0,2019.0,General government gross debt
182,36.439,38.197,38.276,32.554,27.261,25.95,25.511,30.02,31.724,29.862,30.433,27.17,27.24,23.947,24.708,24.193,24.408,26.524,28.317,29.028,28.777,28.158,25.904,23.115,23.824,23.359,22.926,23.1,23.58,20.843,21.126,18.598,15.702,14.632,15.317,15.855,15.833,17.227,18.098,18.91,19.204,20.482,21.458,22.304,22.919,23.248,2019.0,Total investment
182,5.862,21.152,22.73,25.106,29.3,19.335,11.666,9.402,9.58,12.611,13.37,11.428,8.863,5.93,4.971,3.969,2.936,1.89,2.215,2.17,2.805,4.41,3.701,3.237,2.51,2.13,3.046,2.422,2.652,-0.903,1.391,3.554,2.776,0.44,-0.16,0.508,0.636,1.556,1.168,0.3,-0.004,1.061,1.225,1.239,1.367,1.52,2019.0,"Inflation, average consumer prices"
182,9.766,9.851,9.912,9.958,9.996,10.024,10.033,10.03,10.02,10.005,9.983,9.96,9.953,9.965,9.992,10.026,10.064,10.109,10.16,10.218,10.29,10.363,10.42,10.459,10.484,10.503,10.522,10.543,10.558,10.568,10.573,10.558,10.515,10.457,10.401,10.358,10.326,10.3,10.284,10.276,10.261,10.242,10.222,10.198,10.173,10.147,2019.0,Population
182,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,-2.935,-2.857,-1.753,-1.679,-3.901,-5.193,-3.854,-6.204,-6.151,-4.667,-4.481,-3.794,-4.759,-3.573,-4.364,-6.494,-5.391,-8.203,-9.088,-9.682,-6.795,-5.152,-6.626,-17.318,-20.473,-13.495,-10.4,-8.703,-12.649,-7.811,-3.609,-5.792,-0.904,0.404,-16.197,-5.668,-3.463,-1.641,-5.418,-4.422,2019.0,General government net lending/borrowing
359,17.136,14.338,9.037,10.108,13.753,12.325,10.281,13.715,15.587,17.277,16.954,15.598,15.453,16.049,16.329,16.869,17.455,18.566,16.918,20.7,19.714,17.453,15.988,15.322,15.317,14.596,13.991,13.391,12.146,10.431,9.16,10.07,10.335,9.529,8.941,8.599,8.075,7.652,8.822,8.857,9.192,9.038,8.958,8.94,8.949,8.958,2018.0,Total investment
359,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,33.447,36.897,40.764,46.508,48.339,49.997,53.732,52.308,54.546,52.736,49.877,51.628,55.251,56.206,64.806,65.271,65.569,66.307,66.971,67.502,2016.0,General government gross debt
453,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,22.809,20.308,23.238,21.127,21.643,24.973,28.249,36.314,30.895,41.007,65.828,63.692,70.375,86.325,111.569,162.476,213.409,276.591,409.942,321.032,435.734,610.702,680.074,723.369,750.658,588.733,552.305,586.401,667.339,640.049,537.958,566.277,603.943,630.195,663.223,696.657,2019.0,"Gross domestic product corresponding to fiscal year, current prices"
968,449.441,449.891,467.436,495.483,525.212,524.686,537.279,541.577,538.869,507.615,479.125,417.189,380.617,386.431,401.626,430.294,447.283,420.209,399.965,395.366,406.914,428.147,452.564,463.159,511.458,535.334,578.315,620.149,677.869,640.468,615.482,627.836,640.877,663.401,686.028,712.588,746.798,799.906,835.397,869.477,827.737,865.588,899.175,932.974,966.99,2.0,2019.0,"Gross domestic product, constant prices"
968,28.13,25.941,28.042,29.875,30.705,33.572,34.916,32.359,28.927,27.382,30.525,28.186,31.653,29.162,25.155,24.657,26.267,21.041,18.101,15.649,19.67,22.756,22.173,23.195,24.217,22.931,27.467,31.337,33.093,27.196,27.143,28.112,26.95,25.585,24.684,25.128,23.333,23.427,22.756,22.93,22.567,22.53,23.226,23.803,24.128,24.191,2019.0,Total investment
922,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,0.69,1.49,20.36,183.68,654.26,1530.71,2151.37,2509.96,2817.61,5167.82,7827.47,9582.54,11604.47,14152.13,18243.96,23153.9,28840.56,35623.16,44226.32,41580.16,49617.63,60114.0,68103.45,72985.7,79030.04,83087.36,85616.08,91843.15,104629.64,110046.05,104659.961,112537.973,119003.472,2.0,2.0,2.0,2019.0,"Gross domestic product corresponding to fiscal year, current prices"
922,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,-1.2,2.6,8.942,7.438,10.103,-0.835,0.071,22.855,45.382,32.054,27.473,33.128,58.56,84.389,92.316,72.193,103.935,50.384,67.452,97.274,71.282,33.428,57.513,67.777,24.469,32.179,115.68,65.337,17.152,28.929,34.358,35.311,36.59,34.356,2019.0,Current account balance
714,-3.576,2.472,-2.468,6.035,12.974,4.388,5.501,-0.295,0.296,-5.706,0.419,-4.3,6.6,-10.378,-41.89,24.541,11.596,14.9,8.34,3.308,12.436,5.863,12.832,-2.859,7.654,9.438,14.99,6.96,1.71,8.588,5.97,9.024,8.595,5.89,7.803,8.873,5.973,3.987,8.578,9.397,1.985,6.315,7.956,8.581,7.08,6.068,2018.0,"Gross domestic product, constant prices"
135,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,7.52,8.998,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.103,-0.378,-10.134,-5.805,-8.522,-7.207,-0.817,-0.657,2.695,2.344,0.435,1.696,1.1,-11.0,5.67,2.94,1.446,0.562,0.5,2018.0,"Gross domestic product, constant prices"
135,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,84.363,85.88,87.237,89.471,91.946,94.101,96.415,98.331,100.007,102.002,100.0,102.696,103.48,105.354,105.746,109.255,111.433,111.803,110.578,112.034,113.787,115.906,117.045,118.537,119.631,120.823,122.142,123.468,125.32,2018.0,"Gross domestic product, deflator"
716,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Output gap in percent of potential GDP
716,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,37.095,42.56,50.715,51.746,39.162,29.943,35.703,54.219,38.926,55.894,44.646,35.596,28.242,25.16,32.061,27.922,27.732,21.696,18.146,18.495,18.849,19.102,19.327,19.14,18.828,2019.0,Total investment
716,0.089,0.09,0.092,0.095,0.097,0.099,0.102,0.105,0.108,0.111,0.114,0.118,0.121,0.123,0.125,0.127,0.13,0.132,0.135,0.137,0.139,0.142,0.144,0.147,0.151,0.155,0.159,0.163,0.167,0.171,0.175,0.179,0.183,0.187,0.191,0.196,0.2,0.204,0.209,0.213,0.218,0.223,0.227,0.232,0.237,0.242,2011.0,Population
456,547.381,623.367,525.334,446.288,421.558,376.318,322.02,320.931,330.519,357.065,440.525,495.176,513.394,497.965,506.23,536.82,594.191,621.534,550.408,606.439,710.681,690.516,711.022,809.279,970.283,1230.771,1411.491,1558.827,1949.238,1609.117,1980.777,2517.146,2759.906,2799.927,2836.314,2453.512,2418.508,2582.198,2949.457,2973.626,2553.363,2758.062,2914.466,2.0,2.0,2.0,2019.0,"Gross domestic product, current prices"
456,4.402,3.589,1.866,0.576,-0.676,-2.309,-3.121,-2.394,-0.35,1.006,2.049,4.92,-0.067,1.065,0.587,4.868,1.202,0.037,-0.362,-1.73,-1.11,-1.174,0.274,0.664,0.323,0.593,2.307,4.084,9.894,5.049,5.39,3.868,2.867,3.556,2.235,1.216,2.048,-0.813,2.45,-2.091,3.575,3.701,2.012,1.963,2.024,2.024,2019.0,"Inflation, average consumer prices"
722,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government structural balance
942,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,142.77,183.405,214.681,413.121,820.842,1037.897,1220.16,1451.448,1846.853,2181.035,2523.496,2908.445,3052.136,3250.582,3612.267,3810.058,4121.2,4160.549,4312.038,4521.265,4754.369,5068.589,5410.794,5476.537,5908.226,6418.204,2.0,2.0,2.0,2019.0,"Gross domestic product corresponding to fiscal year, current prices"
718,12.557500000000001,11.68,10.611,0.476,0.54,0.639,0.745,0.694,0.714,0.889,0.906,1.032,1.126,1.482,1.565,1.285,1.478,1.549,1.943,1.868,1.947,1.707,2.153,1.701,1.842,1.97,2.443,2.902,2.469,3.704,4.047,4.582,5.605,6.052,5.785,5.934,7.166,7.374,8.232,8.23,10.493,9.737,9.537,9.553,9.882,9.9,2019.0,General government total expenditure
718,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,7.013,7.166,6.472,7.137,6.94,7.065,9.697,17.213,11.742,8.912,9.763,9.81,9.028,9.478,8.986,9.678,9.944,9.797,10.172,16.26,17.102,17.848,17.79,17.873,17.63,2019.0,General government net debt
724,12.867,23.369,26.89,68.526,66.575,76.576,80.867,178.7,34.287,60.8,110.946,102.695,65.5,22.202,24.199,25.987,23.137,14.559,35.986,34.092,-0.918,2.568,0.121,3.991,12.922,13.702,10.533,16.97,8.205,7.469,7.194,6.788,6.588,5.518,4.645,6.694,10.883,18.22,16.033,14.803,15.696,15.5,12.3,10.45,9.275,8.375,2019.0,"Inflation, average consumer prices"
724,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Employment
724,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,1.229,-1.764,-0.837,-0.934,1.697,1.441,1.349,21.83,-1.854,-1.092,-3.45,-2.586,-3.412,-0.977,-2.627,-3.739,-7.629,-6.59,-2.793,-0.147,-3.333,-0.795,-0.313,-0.117,-0.062,-0.435,2019.0,General government primary net lending/borrowing
576,8.541,8.189,3.918,1.037,2.604,0.492,-1.381,0.483,1.523,2.294,3.45,3.44,2.244,2.292,3.095,1.725,1.379,2.023,-0.271,0.023,1.349,1.014,-0.391,0.487,1.671,0.469,0.963,2.105,6.628,0.597,2.824,5.248,4.576,2.359,1.025,-0.523,-0.532,0.576,0.439,0.565,-0.407,0.339,1.101,1.38,1.427,1.459,2019.0,"Inflation, average consumer prices"
961,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,0.97,0.936,0.924,0.922,0.904,0.888,0.887,0.9,0.915,0.92,0.934,0.931,0.934,0.93,0.945,0.976,1.001,0.984,0.964,0.947,0.938,0.928,0.932,0.944,0.961,0.989,1.021,1.045,1.019,1.027,21.678,2.0,2.0,2.0,2019.0,Employment
813,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Six-month London interbank offered rate (LIBOR)
813,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,63.006,53.187,47.971,42.305,36.535,30.873,27.496,22.948,18.344,15.147,13.485,10.462,8.964,7.071,8.386,8.199,8.913,15.346,18.785,21.375,23.753,25.738,27.83,2019.0,General government gross debt
726,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government net debt
199,4642.229,5219.223,5379.786,5347.49,5678.341,5651.858,5638.444,5774.309,6098.072,6350.02,6420.369,6413.043,6259.593,6328.125,6517.644,6717.54,7003.297,7191.656,7199.521,7365.841,7726.309,7965.564,8274.185,8592.776,9127.72,9794.835,10527.842,11240.975,11657.626,11394.215,11695.965,12143.167,12035.402,12436.191,12514.286,12547.663,12581.664,12681.715,12898.427,12961.702,11911.454,12351.454,12573.021,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
199,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,31.283,35.244,34.392,22.617,31.175,47.283,67.063,80.164,40.545,-73.274,-70.285,-46.779,-56.84,-48.314,-47.808,-63.661,-29.387,-38.596,-20.638,-115.054,-450.13,-314.999,-128.744,13.67,110.418,203.585,2019.0,General government primary net lending/borrowing
199,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,41.5,42.022,35.093,34.755,33.591,28.687,25.895,22.85,21.74,25.37,28.514,31.333,34.84,37.94,40.724,43.566,45.406,47.77,51.049,56.142,74.473,80.025,83.415,84.988,84.726,83.112,2019.0,General government net debt
733,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,17.186,11.267,14.947,15.383,14.801,3.501,3.495,4.659,4.934,4.177,4.575,4.978,5.307,5.666,5.802,2018.0,"Gross domestic product, current prices"
184,19.831,22.716,25.991,29.155,32.443,35.303,38.408,40.424,42.379,45.257,48.299,51.166,54.821,57.326,60.031,62.837,65.098,66.32,67.489,68.998,71.402,73.965,76.261,78.579,80.967,83.694,86.636,89.051,92.68,92.414,94.077,97.084,99.458,100.859,100.707,100.203,100.0,101.956,103.664,104.389,104.153,104.976,106.434,108.122,109.877,111.739,2019.0,"Inflation, average consumer prices"
184,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Six-month London interbank offered rate (LIBOR)
184,-2.297,-2.499,-2.38,-1.42,1.21,1.149,1.463,-0.012,-0.985,-2.789,-3.37,-3.479,-3.4,-1.985,-2.164,-1.251,-0.859,-0.727,-1.685,-3.237,-4.31,-4.375,-3.73,-3.883,-5.482,-7.254,-8.851,-9.432,-8.903,-4.088,-3.656,-2.724,0.086,2.038,1.699,2.026,3.176,2.675,1.937,1.972,0.539,0.927,1.273,2.005,2.271,1.818,2019.0,Current account balance
361,3121.444,3527.609,3994.687,4086.914,4669.927,5162.048,5775.028,6460.792,7435.767,8231.076,9008.851,9483.414,9913.923,10574.696,11242.614,11732.266,12511.023,13511.881,13657.128,14237.752,15776.333,16750.85,17008.174,16408.207,17280.408,19295.593,20256.233,20684.486,22133.303,21166.306,21051.573,21647.972,20382.113,20969.604,22629.785,22562.678,23464.717,23818.758,24849.939,25749.434,21028.058,22977.293,24584.836,2.0,2.0,2.0,2015.0,"Gross domestic product per capita, current prices"
362,12.557500000000001,11.68,10.611,10.623,12.1875,0.152,0.183,0.215,0.242,0.274,0.266,0.298,0.322,0.398,0.367,0.392,0.391,0.399,0.498,0.561,0.492,0.458,0.497,0.525,0.582,0.608,0.672,0.753,0.829,0.827,0.875,0.915,0.879,0.923,0.968,1.042,1.092,1.136,1.235,1.23,0.98,1.142,1.263,1.363,1.438,1.513,2018.0,General government revenue
362,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government structural balance
362,12.557500000000001,11.68,10.611,10.623,12.1875,-0.003,-0.006,0.018,0.034,0.022,0.013,0.001,-0.002,0.006,0.01,0.009,0.002,-0.008,0.075,0.064,0.005,-0.035,-0.035,-0.031,-0.009,-0.108,-0.095,0.026,0.061,-0.011,-0.065,-0.122,-0.206,-0.077,0.003,0.041,0.089,0.042,0.108,-0.027,-0.386,-0.128,0.032,0.059,0.091,0.123,2018.0,General government primary net lending/borrowing
362,12.557500000000001,11.68,10.611,10.623,12.1875,-0.338,-0.642,1.74,2.931,1.651,0.849,0.066,-0.11,0.326,0.515,0.463,0.091,-0.386,3.169,2.605,0.192,-1.474,-1.423,-1.176,-0.304,-3.494,-2.729,0.715,1.573,-0.299,-1.589,-2.849,-4.703,-1.688,0.063,0.836,1.742,0.775,1.919,-0.474,-7.887,-2.407,0.551,0.976,1.44,1.876,2018.0,General government primary net lending/borrowing
364,0.042,0.058,0.07,0.073,0.092,0.101,0.109,0.122,0.146,0.156,0.173,0.186,0.179,0.173,0.189,0.193,0.217,0.236,0.255,0.265,0.265,0.284,0.312,0.323,0.329,0.351,0.399,0.463,0.535,0.543,0.532,0.499,0.484,0.489,0.575,0.543,0.618,0.637,0.636,0.662,0.603,0.676,0.747,0.732,0.767,0.804,2019.0,General government revenue
144,17.452,12.104,8.589,8.873,8.044,7.373,4.236,4.189,5.825,6.443,3.198,8.79,1.377,4.689,2.907,2.469,1.019,1.818,1.008,0.57,1.296,2.68,1.936,2.319,1.02,0.836,1.499,1.68,3.348,1.937,1.901,1.36,0.937,0.443,0.209,0.704,1.138,1.867,2.035,1.639,0.821,1.428,1.541,1.595,1.8,1.82,2019.0,"Inflation, average consumer prices"
